observer,condition,trial,time_taken,acc
15,feature,13,33.436826,0.5384615384615384
15,feature,14,34.062321,0.7948717948717948
15,feature,15,29.7464,0.7948717948717948
15,feature,16,30.309377,0.6666666666666666
15,feature,17,29.873082,0.6923076923076923
15,feature,18,28.233581,0.717948717948718
15,feature,19,26.427388,0.717948717948718
15,feature,20,29.128638,0.717948717948718
15,conjunction,1,33.289584,0.5897435897435898
15,conjunction,2,33.953554,0.5897435897435898
15,conjunction,3,35.141846,0.6666666666666666
15,conjunction,4,32.981958,0.6666666666666666
15,conjunction,5,36.960576,0.717948717948718
15,conjunction,6,31.55351,0.6666666666666666
15,conjunction,7,32.444639,0.717948717948718
15,conjunction,8,32.594879,0.6153846153846154
15,conjunction,9,31.737129,0.6153846153846154
15,conjunction,10,34.417858,0.4358974358974359
15,conjunction,11,29.760373,0.5641025641025641
15,conjunction,12,37.017715,0.6410256410256411
15,conjunction,13,28.533916,0.6153846153846154
15,conjunction,14,33.563389,0.38461538461538464
15,conjunction,15,34.92335,0.7435897435897436
15,conjunction,16,30.71101,0.5641025641025641
15,conjunction,17,38.967521,0.5128205128205128
15,conjunction,18,30.754084,0.6153846153846154
15,conjunction,19,36.909372,0.6153846153846154
15,conjunction,20,41.024501,0.5641025641025641
16,feature,1,30.719141,0.7435897435897436
16,feature,2,30.166853,0.6923076923076923
16,feature,3,26.792176,0.6923076923076923
16,feature,4,27.706519,0.717948717948718
16,feature,5,25.084513,0.6410256410256411
16,feature,6,25.879938,0.7435897435897436
16,feature,7,29.642463,0.6153846153846154
16,feature,8,26.937908,0.717948717948718
16,feature,9,25.481989,0.6923076923076923
16,feature,10,24.684482,0.7435897435897436
16,feature,11,26.206706,0.6153846153846154
16,feature,12,24.017677,0.7692307692307693
16,feature,13,23.886585,0.6923076923076923
16,feature,14,24.729549,0.6410256410256411
16,feature,15,25.853402,0.717948717948718
16,feature,16,25.56907,0.7948717948717948
16,feature,17,26.417588,0.8717948717948718
16,feature,18,26.687768,0.6410256410256411
16,feature,19,26.733286,0.6410256410256411
16,feature,20,25.075109,0.6923076923076923
16,conjunction,1,29.487319,0.5641025641025641
16,conjunction,2,31.205417,0.5641025641025641
16,conjunction,3,25.992356,0.5897435897435898
16,conjunction,5,30.729323,0.48717948717948717
16,conjunction,6,26.814121,0.6410256410256411
16,conjunction,7,31.663291,0.6666666666666666
16,conjunction,8,30.551727,0.717948717948718
16,conjunction,9,30.443356,0.7692307692307693
16,conjunction,10,31.561814,0.6923076923076923
16,conjunction,11,30.514138,0.6666666666666666
16,conjunction,12,30.2107,0.6410256410256411
16,conjunction,14,26.829251,0.6923076923076923
16,conjunction,15,31.65469,0.6666666666666666
16,conjunction,16,28.259635,0.7692307692307693
16,conjunction,17,28.573993,0.5641025641025641
16,conjunction,18,25.73069,0.6153846153846154
16,conjunction,19,26.572724,0.6153846153846154
16,conjunction,20,27.187788,0.717948717948718
17,feature,1,26.502922,0.7692307692307693
17,feature,2,30.66562,0.7692307692307693
17,feature,3,29.841726,0.7692307692307693
17,feature,4,29.34356,0.7692307692307693
17,feature,6,34.181008,0.7435897435897436
17,feature,7,32.056784,0.6666666666666666
17,feature,8,24.882764,0.6923076923076923
17,feature,9,28.676352,0.5641025641025641
17,feature,10,29.063994,0.7692307692307693
17,feature,11,27.103534,0.7435897435897436
17,feature,12,27.603851,0.8205128205128205
17,feature,13,28.416267,0.717948717948718
17,feature,14,24.530573,0.8205128205128205
17,feature,15,26.230032,0.6410256410256411
17,feature,16,24.96045,0.8205128205128205
17,feature,17,25.368554,0.5897435897435898
17,feature,18,28.009844,0.7948717948717948
17,feature,19,25.347587,0.7692307692307693
17,feature,20,26.734476,0.717948717948718
17,conjunction,1,33.151595,0.5641025641025641
17,conjunction,2,29.269794,0.5384615384615384
17,conjunction,3,32.940582,0.6153846153846154
17,conjunction,5,27.920916,0.48717948717948717
17,conjunction,6,30.737693,0.7692307692307693
17,conjunction,7,37.608817,0.6153846153846154
17,conjunction,9,33.410127,0.6923076923076923
17,conjunction,10,29.172011,0.6666666666666666
17,conjunction,11,31.096742,0.717948717948718
17,conjunction,13,30.801747,0.7435897435897436
17,conjunction,14,32.304003,0.717948717948718
17,conjunction,15,30.882996,0.5641025641025641
17,conjunction,16,35.287124,0.6153846153846154
17,conjunction,17,30.967478,0.46153846153846156
17,conjunction,18,29.703712,0.5897435897435898
17,conjunction,19,30.763334,0.5384615384615384
17,conjunction,20,32.796868,0.6923076923076923
18,feature,1,23.741036,0.717948717948718
18,feature,2,26.62105,0.717948717948718
18,feature,3,26.601693,0.7692307692307693
18,feature,4,28.543251,0.6923076923076923
18,feature,5,25.631197,0.7435897435897436
18,feature,6,25.977567,0.6153846153846154
18,feature,7,23.038925,0.717948717948718
18,feature,8,25.160655,0.8205128205128205
18,feature,9,25.608969,0.7692307692307693
18,feature,10,22.443969,0.717948717948718
18,feature,11,24.945769,0.7435897435897436
18,feature,12,25.521754,0.717948717948718
18,feature,13,26.000527,0.7692307692307693
18,feature,14,27.31002,0.6153846153846154
18,feature,15,28.825415,0.7692307692307693
18,feature,16,27.847661,0.7948717948717948
18,feature,17,27.485524,0.717948717948718
18,feature,18,22.712799,0.6923076923076923
18,feature,19,26.463709,0.6923076923076923
18,feature,20,21.935666,0.7692307692307693
18,conjunction,1,58.817199,0.7435897435897436
18,conjunction,2,47.609195,0.717948717948718
18,conjunction,3,51.938612,0.6153846153846154
18,conjunction,4,33.516849,0.717948717948718
18,conjunction,5,42.203197,0.5897435897435898
18,conjunction,6,36.417685,0.717948717948718
18,conjunction,7,55.567341,0.5897435897435898
18,conjunction,8,41.601731,0.6666666666666666
18,conjunction,9,38.056922,0.5897435897435898
18,conjunction,10,35.010737,0.5128205128205128
18,conjunction,11,45.533679,0.6153846153846154
18,conjunction,12,37.893562,0.5897435897435898
18,conjunction,13,37.397439,0.6923076923076923
18,conjunction,14,49.114593,0.5128205128205128
18,conjunction,15,33.684161,0.4358974358974359
18,conjunction,16,46.559226,0.6923076923076923
18,conjunction,17,43.881204,0.6153846153846154
18,conjunction,18,37.795483,0.6410256410256411
18,conjunction,19,37.714382,0.6410256410256411
18,conjunction,20,49.881389,0.6410256410256411
19,feature,1,25.681057,0.6923076923076923
19,feature,2,25.957746,0.6666666666666666
19,feature,3,26.084756,0.7948717948717948
19,feature,4,30.984865,0.6410256410256411
19,feature,5,29.265749,0.7435897435897436
19,feature,6,29.568491,0.6666666666666666
19,feature,7,30.049076,0.6410256410256411
19,feature,8,25.696546,0.717948717948718
19,feature,9,26.838972,0.6666666666666666
19,feature,10,30.440999,0.5897435897435898
19,feature,11,27.992414,0.6153846153846154
19,feature,12,28.221452,0.8461538461538461
19,feature,13,25.361956,0.6666666666666666
19,feature,14,26.579551,0.6153846153846154
19,feature,15,24.871995,0.717948717948718
19,feature,16,26.335404,0.5384615384615384
19,feature,17,24.103744,0.6923076923076923
19,feature,18,27.042527,0.6666666666666666
19,feature,19,28.553684,0.6666666666666666
19,feature,20,29.87682,0.7435897435897436
19,conjunction,1,40.298188,0.5384615384615384
19,conjunction,2,40.007185,0.4358974358974359
19,conjunction,3,38.887241,0.5384615384615384
19,conjunction,4,40.913341,0.5384615384615384
19,conjunction,5,43.04877,0.5384615384615384
19,conjunction,6,35.024131,0.5641025641025641
19,conjunction,7,39.893062,0.6410256410256411
19,conjunction,8,41.965579,0.6666666666666666
19,conjunction,9,40.334294,0.48717948717948717
19,conjunction,10,37.598988,0.6153846153846154
19,conjunction,11,46.988315,0.5384615384615384
19,conjunction,12,35.287612,0.5384615384615384
19,conjunction,13,39.686053,0.6153846153846154
19,conjunction,14,44.442564,0.5128205128205128
19,conjunction,16,39.312607,0.6410256410256411
19,conjunction,17,31.097879,0.5128205128205128
19,conjunction,18,43.544873,0.6153846153846154
19,conjunction,19,32.722727,0.717948717948718
19,conjunction,20,43.372612,0.46153846153846156
20,feature,1,20.118704,0.7435897435897436
20,feature,2,21.509381,0.7948717948717948
20,feature,3,23.041468,0.7435897435897436
20,feature,4,23.846722,0.6153846153846154
20,feature,5,20.181132,0.717948717948718
20,feature,6,22.235403,0.8205128205128205
20,feature,8,21.775159,0.6410256410256411
20,feature,9,21.426566,0.6153846153846154
20,feature,10,24.152288,0.5897435897435898
20,feature,11,23.467758,0.717948717948718
20,feature,12,22.73076,0.7435897435897436
20,feature,13,20.680506,0.46153846153846156
20,feature,14,24.505552,0.5641025641025641
20,feature,15,22.588055,0.6923076923076923
20,feature,17,25.624165,0.717948717948718
20,feature,18,24.318643,0.6923076923076923
20,feature,19,22.302617,0.7435897435897436
20,feature,20,24.768389,0.6666666666666666
20,conjunction,1,48.355988,0.5897435897435898
20,conjunction,2,39.501153,0.7435897435897436
20,conjunction,3,38.354915,0.5641025641025641
20,conjunction,4,46.406824,0.6923076923076923
20,conjunction,5,36.178306,0.6666666666666666
20,conjunction,6,37.30978,0.5897435897435898
20,conjunction,7,49.395282,0.6410256410256411
20,conjunction,8,47.217832,0.5384615384615384
20,conjunction,9,46.91219,0.6410256410256411
20,conjunction,10,36.768536,0.5641025641025641
20,conjunction,11,40.626071,0.717948717948718
20,conjunction,12,32.55141,0.6153846153846154
20,conjunction,13,32.139121,0.5384615384615384
20,conjunction,14,34.803371,0.5641025641025641
20,conjunction,15,33.466292,0.5128205128205128
20,conjunction,16,37.921641,0.6410256410256411
20,conjunction,18,35.175171,0.48717948717948717
20,conjunction,19,38.428863,0.6410256410256411
20,conjunction,20,36.232454,0.6666666666666666
21,feature,1,28.648059,0.6666666666666666
21,feature,2,27.614535,0.717948717948718
21,feature,3,30.504182,0.5897435897435898
21,feature,4,27.828182,0.5128205128205128
21,feature,5,27.959204,0.5128205128205128
21,feature,6,28.152468,0.6410256410256411
21,feature,7,29.476346,0.5128205128205128
21,feature,8,27.151494,0.6923076923076923
21,feature,9,31.347109,0.46153846153846156
21,feature,10,25.928321,0.6923076923076923
21,feature,11,27.477043,0.6666666666666666
21,feature,12,29.295042,0.6153846153846154
21,feature,13,29.645847,0.6153846153846154
21,feature,14,29.068793,0.6410256410256411
21,feature,15,30.372599,0.8717948717948718
21,feature,16,31.233743,0.5384615384615384
21,feature,17,26.20251,0.6153846153846154
21,feature,18,27.769106,0.6153846153846154
21,feature,19,30.857645,0.6923076923076923
21,feature,20,26.163374,0.6666666666666666
21,conjunction,1,36.473158,0.6153846153846154
21,conjunction,2,32.9781,0.6410256410256411
21,conjunction,3,38.239042,0.5384615384615384
21,conjunction,4,34.297662,0.7692307692307693
21,conjunction,5,32.20075,0.5384615384615384
21,conjunction,6,31.558703,0.5128205128205128
21,conjunction,7,33.695364,0.6923076923076923
21,conjunction,8,33.007577,0.6410256410256411
21,conjunction,9,32.200953,0.6410256410256411
21,conjunction,10,31.933456,0.5384615384615384
21,conjunction,11,30.730669,0.6923076923076923
21,conjunction,12,31.117306,0.48717948717948717
21,conjunction,13,31.702895,0.6923076923076923
21,conjunction,14,32.033933,0.717948717948718
21,conjunction,15,32.205022,0.5384615384615384
21,conjunction,16,29.436739,0.5641025641025641
21,conjunction,17,35.311948,0.5641025641025641
21,conjunction,18,31.663172,0.5128205128205128
21,conjunction,19,30.403834,0.5384615384615384
21,conjunction,20,29.929122,0.6153846153846154
22,feature,1,22.448637,0.7948717948717948
22,feature,2,24.887908,0.5384615384615384
22,feature,3,23.231637,0.8205128205128205
22,feature,4,27.495634,0.6153846153846154
22,feature,6,28.527294,0.6666666666666666
22,feature,7,25.71472,0.717948717948718
22,feature,8,34.011133,0.6410256410256411
22,feature,9,26.093612,0.5384615384615384
22,feature,10,22.531071,0.7435897435897436
22,feature,11,24.904462,0.5384615384615384
22,feature,12,25.145874,0.6666666666666666
22,feature,13,23.776461,0.6410256410256411
22,feature,14,25.933305,0.6153846153846154
22,feature,15,28.031367,0.5897435897435898
22,feature,16,27.050959,0.6923076923076923
22,feature,17,25.073496,0.5128205128205128
22,feature,18,26.719657,0.5384615384615384
22,feature,19,23.086752,0.6666666666666666
22,feature,20,27.864938,0.6666666666666666
22,conjunction,1,43.722135,0.6923076923076923
22,conjunction,2,44.558335,0.6666666666666666
22,conjunction,4,48.764967,0.46153846153846156
22,conjunction,5,37.359619,0.6666666666666666
22,conjunction,6,37.695216,0.6666666666666666
22,conjunction,7,49.760297,0.6666666666666666
22,conjunction,8,34.825789,0.6410256410256411
22,conjunction,9,33.502675,0.6666666666666666
22,conjunction,10,37.883074,0.6410256410256411
22,conjunction,11,33.774761,0.717948717948718
22,conjunction,12,39.418815,0.5897435897435898
22,conjunction,13,51.762361,0.46153846153846156
22,conjunction,14,33.378791,0.5897435897435898
22,conjunction,15,41.433238,0.6410256410256411
22,conjunction,16,43.29149,0.6410256410256411
22,conjunction,17,45.043336,0.5384615384615384
22,conjunction,18,30.23267,0.6410256410256411
22,conjunction,19,30.995821,0.5128205128205128
22,conjunction,20,42.265056,0.6153846153846154
23,feature,1,24.599317,0.6410256410256411
23,feature,2,22.654026000000002,0.8717948717948718
23,feature,3,22.272144,0.6666666666666666
23,feature,4,22.230457,0.717948717948718
23,feature,5,22.88043,0.717948717948718
23,feature,6,22.323995,0.7692307692307693
23,feature,7,21.102291,0.6923076923076923
23,feature,8,25.289499,0.717948717948718
23,feature,9,23.170239,0.8205128205128205
23,feature,10,21.941482,0.5897435897435898
23,feature,11,24.246373,0.717948717948718
23,feature,12,22.7965,0.7435897435897436
23,feature,13,23.968291,0.7435897435897436
23,feature,14,25.016683,0.5897435897435898
23,feature,15,21.862511,0.7692307692307693
23,feature,16,22.769544,0.717948717948718
23,feature,17,22.282936,0.6923076923076923
23,feature,18,24.07755,0.7692307692307693
23,feature,19,25.47097,0.717948717948718
23,feature,20,25.351665,0.5897435897435898
23,conjunction,1,32.55168,0.6923076923076923
23,conjunction,2,34.899788,0.6153846153846154
23,conjunction,3,29.327122,0.6410256410256411
23,conjunction,4,37.707332,0.6666666666666666
23,conjunction,5,32.919358,0.6410256410256411
23,conjunction,6,30.374891,0.6410256410256411
23,conjunction,7,29.06684,0.7435897435897436
23,conjunction,8,28.226504,0.7435897435897436
23,conjunction,9,28.520759,0.5641025641025641
23,conjunction,10,32.04904,0.5641025641025641
23,conjunction,11,39.949612,0.6153846153846154
23,conjunction,12,30.291799,0.5128205128205128
23,conjunction,13,27.555922,0.6153846153846154
23,conjunction,14,25.992184,0.6410256410256411
23,conjunction,15,28.416299,0.6923076923076923
23,conjunction,16,29.109557,0.5128205128205128
23,conjunction,18,30.356394,0.41025641025641024
23,conjunction,19,29.641567,0.5128205128205128
23,conjunction,20,30.119177,0.6153846153846154
24,feature,1,23.806817,0.6923076923076923
24,feature,2,24.887812,0.7435897435897436
24,feature,3,22.142615,0.7948717948717948
24,feature,4,22.182716,0.4358974358974359
24,feature,5,21.928031,0.6410256410256411
24,feature,6,22.875763,0.6666666666666666
24,feature,7,22.927295,0.6410256410256411
24,feature,8,24.105177,0.6153846153846154
24,feature,9,21.614463,0.6923076923076923
24,feature,11,21.919212,0.6153846153846154
24,feature,12,25.110534,0.7435897435897436
24,feature,13,22.545377,0.5641025641025641
24,feature,14,25.978458,0.6666666666666666
24,feature,15,23.534621,0.717948717948718
24,feature,16,23.574786,0.7435897435897436
24,feature,17,25.572423,0.6666666666666666
24,feature,18,22.96893,0.6410256410256411
24,feature,19,21.849951,0.6923076923076923
24,feature,20,24.023186,0.717948717948718
24,conjunction,1,39.642089,0.5897435897435898
24,conjunction,2,39.865391,0.6410256410256411
24,conjunction,4,40.560057,0.48717948717948717
24,conjunction,5,41.770115,0.6153846153846154
24,conjunction,6,32.87768,0.717948717948718
24,conjunction,7,34.843118,0.48717948717948717
24,conjunction,8,34.488888,0.5897435897435898
24,conjunction,9,41.631112,0.46153846153846156
24,conjunction,10,41.482207,0.5384615384615384
24,conjunction,11,36.255143,0.5128205128205128
24,conjunction,12,36.448654,0.46153846153846156
24,conjunction,14,41.368398,0.46153846153846156
24,conjunction,15,45.37906,0.6666666666666666
24,conjunction,16,35.239445,0.5641025641025641
24,conjunction,17,36.360819,0.6666666666666666
24,conjunction,20,37.147056,0.5897435897435898
25,feature,1,34.486452,0.7948717948717948
25,feature,2,29.773238,0.7435897435897436
25,feature,3,30.09153,0.5384615384615384
25,feature,4,29.577109,0.6923076923076923
25,feature,5,40.741721,0.46153846153846156
25,feature,6,34.287128,0.6153846153846154
25,feature,7,29.639078,0.717948717948718
25,feature,8,31.433766,0.5641025641025641
25,feature,9,32.490336,0.5897435897435898
25,feature,10,33.666591,0.48717948717948717
25,feature,11,31.018516,0.6666666666666666
25,feature,12,31.767155,0.48717948717948717
25,feature,13,32.135644,0.5897435897435898
25,feature,14,28.521107,0.6923076923076923
25,feature,15,32.208091,0.6666666666666666
25,feature,16,29.482153,0.5384615384615384
25,feature,17,28.142241,0.6666666666666666
25,feature,18,26.821326,0.6666666666666666
25,feature,19,27.362579,0.717948717948718
25,feature,20,26.917429,0.5641025641025641
25,conjunction,3,44.937956,0.5897435897435898
25,conjunction,4,59.017809,0.5641025641025641
25,conjunction,5,38.386015,0.46153846153846156
25,conjunction,8,35.046462,0.5128205128205128
25,conjunction,9,34.422457,0.5384615384615384
25,conjunction,10,43.804236,0.5897435897435898
25,conjunction,11,43.679168,0.5897435897435898
25,conjunction,12,32.442578,0.717948717948718
25,conjunction,13,34.11976,0.5641025641025641
25,conjunction,14,34.816609,0.5897435897435898
25,conjunction,15,47.991049,0.4358974358974359
25,conjunction,16,30.8719,0.5641025641025641
25,conjunction,18,38.078629,0.5384615384615384
25,conjunction,19,35.968553,0.6410256410256411
25,conjunction,20,40.691351,0.6666666666666666
26,feature,1,28.867818,0.8205128205128205
26,feature,2,30.047628,0.7692307692307693
26,feature,3,25.208329,0.6923076923076923
26,feature,4,27.552903,0.7435897435897436
26,feature,5,26.824648,0.717948717948718
26,feature,6,29.631049,0.6666666666666666
26,feature,7,28.83876,0.6153846153846154
26,feature,8,27.45094,0.5641025641025641
26,feature,9,25.323454,0.6410256410256411
26,feature,10,23.462126,0.6153846153846154
26,feature,11,26.788081,0.6923076923076923
26,feature,12,25.335982,0.6666666666666666
26,feature,13,26.061606,0.7435897435897436
26,feature,14,25.308577,0.7948717948717948
26,feature,15,25.170427,0.6923076923076923
26,feature,16,20.661945,0.6666666666666666
26,feature,17,24.228055,0.6410256410256411
26,feature,18,24.076515,0.7692307692307693
26,feature,19,21.108544,0.7435897435897436
26,feature,20,28.260429,0.5384615384615384
26,conjunction,1,30.722385,0.7435897435897436
26,conjunction,2,29.749246,0.6153846153846154
26,conjunction,3,31.535674,0.5128205128205128
26,conjunction,4,27.596491,0.6666666666666666
26,conjunction,5,27.423805,0.6923076923076923
26,conjunction,6,33.121033,0.717948717948718
26,conjunction,7,32.040287,0.6153846153846154
26,conjunction,8,27.964981,0.6410256410256411
26,conjunction,9,37.342831,0.6410256410256411
26,conjunction,10,30.544149,0.717948717948718
26,conjunction,11,31.169858,0.6153846153846154
26,conjunction,12,30.397564,0.5897435897435898
26,conjunction,13,24.801378,0.5897435897435898
26,conjunction,14,33.185374,0.5641025641025641
26,conjunction,15,27.207756,0.5128205128205128
26,conjunction,16,29.5342,0.5128205128205128
26,conjunction,18,30.976411,0.4358974358974359
26,conjunction,19,32.048318,0.5641025641025641
26,conjunction,20,29.998484,0.48717948717948717
27,feature,1,32.370352,0.6923076923076923
27,feature,2,37.662756,0.6923076923076923
27,feature,3,34.791908,0.6923076923076923
27,feature,4,32.396128,0.6923076923076923
27,feature,5,30.92177,0.7435897435897436
27,feature,6,30.747303,0.5897435897435898
27,feature,7,28.414338,0.6410256410256411
27,feature,8,31.058101,0.6666666666666666
27,feature,9,30.489134,0.6666666666666666
27,feature,10,29.51125,0.5897435897435898
27,feature,11,31.981835,0.6923076923076923
27,feature,12,27.26074,0.6410256410256411
27,feature,13,31.097906,0.6410256410256411
27,feature,14,33.59747,0.6410256410256411
27,feature,15,26.929939,0.7435897435897436
27,feature,16,29.407522,0.7435897435897436
27,feature,17,30.327935,0.6666666666666666
27,feature,18,29.536018,0.717948717948718
27,feature,19,29.799318,0.6923076923076923
27,feature,20,24.933747,0.8205128205128205
27,conjunction,1,37.114925,0.5897435897435898
27,conjunction,2,35.808074,0.717948717948718
27,conjunction,3,35.856828,0.717948717948718
27,conjunction,4,40.552508,0.4358974358974359
27,conjunction,5,30.249565,0.6666666666666666
27,conjunction,6,33.011044,0.5641025641025641
27,conjunction,7,33.280957,0.5897435897435898
27,conjunction,8,36.127483,0.6410256410256411
27,conjunction,9,34.367742,0.717948717948718
27,conjunction,10,33.846088,0.5641025641025641
27,conjunction,11,36.97506,0.6410256410256411
27,conjunction,12,41.809489,0.6666666666666666
27,conjunction,13,40.408369,0.5641025641025641
27,conjunction,14,32.67228,0.6923076923076923
27,conjunction,15,33.777493,0.717948717948718
27,conjunction,16,37.299661,0.6410256410256411
27,conjunction,18,34.884884,0.717948717948718
27,conjunction,19,32.02703,0.6410256410256411
27,conjunction,20,36.453218,0.46153846153846156
28,feature,1,50.847982,0.6410256410256411
28,feature,2,47.166437,0.6410256410256411
28,feature,3,47.589414,0.6923076923076923
28,feature,4,50.677305,0.6153846153846154
28,feature,5,41.994343,0.7692307692307693
28,feature,6,45.561014,0.6410256410256411
28,feature,7,37.510911,0.6923076923076923
28,feature,8,38.928836,0.5384615384615384
28,feature,9,39.385739,0.5897435897435898
28,feature,10,33.472882,0.7435897435897436
28,feature,11,34.443453,0.6666666666666666
28,feature,12,31.809027,0.717948717948718
28,feature,13,35.018254,0.6923076923076923
28,feature,14,35.862945,0.6666666666666666
28,feature,15,30.927053,0.6410256410256411
28,feature,16,37.62413,0.46153846153846156
28,feature,17,37.060226,0.6153846153846154
28,feature,18,30.906527,0.5897435897435898
28,feature,19,36.553854,0.6666666666666666
28,feature,20,36.570251,0.7948717948717948
28,conjunction,1,53.441954,0.6153846153846154
28,conjunction,2,53.04218,0.6923076923076923
28,conjunction,3,51.640366,0.6923076923076923
28,conjunction,5,53.131319,0.6153846153846154
28,conjunction,7,48.062028,0.6666666666666666
28,conjunction,8,42.902709,0.6410256410256411
28,conjunction,9,38.841803,0.6923076923076923
28,conjunction,10,36.848034,0.7435897435897436
28,conjunction,11,46.075913,0.6410256410256411
28,conjunction,12,52.69781,0.5641025641025641
28,conjunction,14,41.24498,0.5384615384615384
28,conjunction,15,38.32057,0.6153846153846154
28,conjunction,16,43.141232,0.48717948717948717
28,conjunction,18,48.942846,0.6666666666666666
28,conjunction,19,46.438552,0.5641025641025641
29,feature,1,25.589073,0.6923076923076923
29,feature,2,27.039949,0.6923076923076923
29,feature,3,23.892227,0.717948717948718
29,feature,4,22.44757,0.7435897435897436
29,feature,5,28.144516,0.5641025641025641
29,feature,6,25.386538,0.6666666666666666
29,feature,7,24.289652,0.6410256410256411
29,feature,8,25.645692,0.7948717948717948
29,feature,9,23.15492,0.7435897435897436
29,feature,10,25.840792,0.5384615384615384
29,feature,11,25.18864,0.5897435897435898
29,feature,12,27.447346,0.5384615384615384
29,feature,13,24.776068,0.5384615384615384
29,feature,14,23.778042,0.7692307692307693
29,feature,15,24.168629,0.5641025641025641
29,feature,16,23.561557,0.6666666666666666
29,feature,17,25.840906,0.6923076923076923
29,feature,19,25.494961,0.717948717948718
29,feature,20,22.007619,0.6153846153846154
29,conjunction,1,31.584935,0.5384615384615384
29,conjunction,3,27.823369,0.5384615384615384
29,conjunction,4,27.784634,0.6153846153846154
29,conjunction,5,35.471718,0.7435897435897436
29,conjunction,6,25.793352,0.5384615384615384
